structure_name,country_code,country,measure,unit_measure,adjustment,sex,age_group,frequency,time_period,employment_value,observation_status,is_estimated
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,1336.926,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,1381.95,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,1198.947,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,1250.635,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,1328.522,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,1380.703,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,1447.191,Normal value,False
Employed population by age groups,CHL,Chile,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,1475.007,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,2438.091,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,2557.361,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,2687.792,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,2692.147,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,2484.157,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,2454.639,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,2702.14,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,2861.813,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,2886.97,Normal value,False
Employed population by age groups,COL,Colombia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,2986.627,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,236.6098,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,261.2762,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,293.0537,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,328.1215,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,295.7112,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,297.2517,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,321.1345,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,312.9727,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,332.3993,Normal value,False
Employed population by age groups,CRI,Costa Rica,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,318.5405,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,795.325,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,826.025,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,854.4,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,871.25,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,887.825,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,926.65,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,905.35,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,949.775,Normal value,False
Employed population by age groups,CZE,Czechia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,998.8,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,481.25,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,492.7,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,518.35,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,529.375,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,544.8,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,561.775,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,579.4,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,589.8,Normal value,False
Employed population by age groups,DNK,Denmark,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,589.525,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,111.0,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,116.5,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,117.5,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,124.0,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,122.5,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,121.725,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,124.45,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,128.65,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,128.275,Normal value,False
Employed population by age groups,EST,Estonia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,129.675,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,447.75,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,453.75,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,472.75,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,480.75,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,484.5,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,494.35,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,512.925,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,515.95,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,513.8,Normal value,False
Employed population by age groups,FIN,Finland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,512.225,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,4205.0,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,4336.5,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,4438.75,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,4543.5,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,4631.0,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,4721.95,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,4836.25,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,4993.95,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,5190.925,Normal value,False
Employed population by age groups,FRA,France,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,5323.55,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,7645.25,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,7962.75,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,8363.0,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,9119.4,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,9470.775,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,9721.725,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,9825.475,Normal value,False
Employed population by age groups,DEU,Germany,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,9797.3,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,489.75,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,521.0,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,563.25,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,596.5,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,595.75,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,680.55,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,741.3,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,782.7,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,833.625,Normal value,False
Employed population by age groups,GRC,Greece,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,872.3,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,672.6,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,697.75,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,700.825,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,721.35,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,742.4,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,788.7,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,812.05,Normal value,False
Employed population by age groups,HUN,Hungary,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,844.45,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,32.75,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,33.0,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,33.0,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,33.75,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,34.075,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,35.525,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,35.425,Normal value,False
Employed population by age groups,ISL,Iceland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,35.375,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,287.0,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,301.5,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,318.0,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,334.0,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,336.25,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,359.475,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,393.375,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,408.575,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,420.875,Normal value,False
Employed population by age groups,IRL,Ireland,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,438.375,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,524.25,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,536.05,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,540.1667,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,556.15,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,563.8333,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,563.1334,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,598.375,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,618.5917,Normal value,False
Employed population by age groups,ISR,Israel,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,600.9333,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,3842.25,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,4069.5,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,4297.5,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,4447.25,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,4495.0,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,4588.1,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,4811.2,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,5115.35,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,5327.775,Normal value,False
Employed population by age groups,ITA,Italy,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,5607.35,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,4691.825,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,4988.775,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,5145.258,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,5281.242,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,5350.492,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,5415.158,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,5673.725,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,5812.225,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,5878.85,Normal value,False
Employed population by age groups,KOR,Korea,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,5929.792,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,161.75,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,165.25,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,175.75,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,180.5,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,182.0,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,178.05,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,181.475,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,182.15,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,182.75,Normal value,False
Employed population by age groups,LVA,Latvia,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,184.95,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,252.5,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,263.5,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,277.5,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,282.0,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,280.25,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,282.5,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,300.125,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,296.075,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,292.325,Normal value,False
Employed population by age groups,LTU,Lithuania,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,292.675,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,26.2,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,27.5,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,28.95,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,31.875,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,36.65,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,36.375,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,37.8,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,41.125,Normal value,False
Employed population by age groups,LUX,Luxembourg,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,41.95,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,5429.81,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,5521.138,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,5827.647,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,6214.506,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,6482.999,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,6853.462,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,7275.739,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2024,7480.01,Normal value,False
Employed population by age groups,MEX,Mexico,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2025,7665.749,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2016,1403.75,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2017,1473.25,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2018,1540.25,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2019,1614.25,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2020,1670.5,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2021,1707.125,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2022,1765.85,Normal value,False
Employed population by age groups,NLD,Netherlands,Employment,Persons,Calendar and seasonally adjusted,Total,From 55 to 64 years,Annual,2023,1825.325,Normal value,False
