structure_name,country_code,country,measure,unit_of_measure,sex,age,year,population_value,observation_status,is_estimated
Historical population data,USA,United States,Population,Persons,Male,From 15 to 64 years,2020,108308.321,Normal value,False
Historical population data,AUS,Australia,Population,Persons,Male,From 15 to 64 years,2021,8287.7,Normal value,False
Historical population data,AUT,Austria,Population,Persons,Male,From 15 to 64 years,2021,2987.491,Normal value,False
Historical population data,CAN,Canada,Population,Persons,Male,From 15 to 64 years,2021,12667.777,Normal value,False
Historical population data,CRI,Costa Rica,Population,Persons,Male,From 15 to 64 years,2021,1759.992,Normal value,False
Historical population data,FRA,France,Population,Persons,Male,From 15 to 64 years,2021,20683.046,Normal value,False
Historical population data,HUN,Hungary,Population,Persons,Male,From 15 to 64 years,2021,3171.978,Normal value,False
Historical population data,ISL,Iceland,Population,Persons,Male,From 15 to 64 years,2021,122.058,Normal value,False
Historical population data,IRL,Ireland,Population,Persons,Male,From 15 to 64 years,2021,1645.846,Normal value,False
Historical population data,ISR,Israel,Population,Persons,Male,From 15 to 64 years,2021,2798.549,Normal value,False
Historical population data,KOR,Korea,Population,Persons,Male,From 15 to 64 years,2021,18990.321,Normal value,False
Historical population data,MEX,Mexico,Population,Persons,Male,From 15 to 64 years,2021,41756.969,Normal value,False
Historical population data,NZL,New Zealand,Population,Persons,Male,From 15 to 64 years,2021,1648.68,Normal value,False
Historical population data,POL,Poland,Population,Persons,Male,From 15 to 64 years,2021,12485.774,Normal value,False
Historical population data,ESP,Spain,Population,Persons,Male,From 15 to 64 years,2021,15731.761,Normal value,False
Historical population data,GBR,United Kingdom,Population,Persons,Male,From 15 to 64 years,2021,21120.33,Normal value,False
Historical population data,USA,United States,Population,Persons,Male,From 15 to 64 years,2021,108208.064,Normal value,False
Historical population data,AUS,Australia,Population,Persons,Male,From 15 to 64 years,2019,8256.847,Normal value,False
Historical population data,AUT,Austria,Population,Persons,Male,From 15 to 64 years,2019,2977.242,Normal value,False
Historical population data,CAN,Canada,Population,Persons,Male,From 15 to 64 years,2019,12591.007,Normal value,False
Historical population data,CRI,Costa Rica,Population,Persons,Male,From 15 to 64 years,2019,1733.971,Normal value,False
Historical population data,HUN,Hungary,Population,Persons,Male,From 15 to 64 years,2019,3221.933,Normal value,False
Historical population data,ISL,Iceland,Population,Persons,Male,From 15 to 64 years,2019,119.83,Normal value,False
Historical population data,IRL,Ireland,Population,Persons,Male,From 15 to 64 years,2019,1606.405,Normal value,False
Historical population data,KOR,Korea,Population,Persons,Male,From 15 to 64 years,2019,19330.084,Normal value,False
Historical population data,MEX,Mexico,Population,Persons,Male,From 15 to 64 years,2019,40935.546,Normal value,False
Historical population data,NZL,New Zealand,Population,Persons,Male,From 15 to 64 years,2019,1621.4,Normal value,False
Historical population data,ESP,Spain,Population,Persons,Male,From 15 to 64 years,2019,15621.426,Normal value,False
Historical population data,GBR,United Kingdom,Population,Persons,Male,From 15 to 64 years,2019,21065.007,Normal value,False
Historical population data,AUS,Australia,Population,Persons,Male,From 15 to 64 years,2018,8151.764,Normal value,False
Historical population data,HUN,Hungary,Population,Persons,Male,From 15 to 64 years,2018,3237.776,Normal value,False
Historical population data,ISL,Iceland,Population,Persons,Male,From 15 to 64 years,2018,117.713,Normal value,False
Historical population data,IRL,Ireland,Population,Persons,Male,From 15 to 64 years,2018,1583.191,Normal value,False
Historical population data,KOR,Korea,Population,Persons,Male,From 15 to 64 years,2018,19316.265,Normal value,False
Historical population data,ESP,Spain,Population,Persons,Male,From 15 to 64 years,2018,15486.31,Normal value,False
Historical population data,GBR,United Kingdom,Population,Persons,Male,From 15 to 64 years,2018,21007.989,Normal value,False
Historical population data,AUS,Australia,Population,Persons,Male,From 15 to 64 years,2017,8049.67,Normal value,False
Historical population data,HUN,Hungary,Population,Persons,Male,From 15 to 64 years,2017,3251.13,Normal value,False
Historical population data,ISL,Iceland,Population,Persons,Male,From 15 to 64 years,2017,113.743,Normal value,False
Historical population data,IRL,Ireland,Population,Persons,Male,From 15 to 64 years,2017,1559.671,Normal value,False
Historical population data,ESP,Spain,Population,Persons,Male,From 15 to 64 years,2017,15439.694,Normal value,False
Historical population data,GBR,United Kingdom,Population,Persons,Male,From 15 to 64 years,2017,20971.731,Normal value,False
Historical population data,HUN,Hungary,Population,Persons,Male,From 15 to 64 years,2016,3270.789,Normal value,False
Historical population data,ISL,Iceland,Population,Persons,Male,From 15 to 64 years,2016,109.581,Normal value,False
Historical population data,ESP,Spain,Population,Persons,Male,From 15 to 64 years,2016,15454.603,Normal value,False
Historical population data,GBR,United Kingdom,Population,Persons,Male,From 15 to 64 years,2016,20940.284,Normal value,False
Historical population data,CHL,Chile,Population,Persons,Male,From 15 to 64 years,2025,6844.619,Normal value,False
Historical population data,COL,Colombia,Population,Persons,Male,From 15 to 64 years,2025,17584.375,Normal value,False
Historical population data,KOR,Korea,Population,Persons,Male,From 15 to 64 years,2025,18482.025,Normal value,False
Historical population data,AUT,Austria,Population,Persons,Male,From 15 to 64 years,2016,2955.648,Normal value,False
Historical population data,AUT,Austria,Population,Persons,Male,From 15 to 64 years,2017,2966.029,Normal value,False
Historical population data,AUT,Austria,Population,Persons,Male,From 15 to 64 years,2018,2972.134,Normal value,False
Historical population data,CAN,Canada,Population,Persons,Male,From 15 to 64 years,2016,12219.525,Normal value,False
Historical population data,CAN,Canada,Population,Persons,Male,From 15 to 64 years,2017,12309.388,Normal value,False
Historical population data,CAN,Canada,Population,Persons,Male,From 15 to 64 years,2018,12447.268,Normal value,False
Historical population data,MEX,Mexico,Population,Persons,Male,From 15 to 64 years,2016,39276.333,Normal value,False
Historical population data,MEX,Mexico,Population,Persons,Male,From 15 to 64 years,2017,39845.292,Normal value,False
Historical population data,MEX,Mexico,Population,Persons,Male,From 15 to 64 years,2018,40401.355,Normal value,False
Historical population data,MEX,Mexico,Population,Persons,Male,From 15 to 64 years,2025,43703.351,Normal value,False
Historical population data,CRI,Costa Rica,Population,Persons,Male,From 15 to 64 years,2016,1681.568,Normal value,False
Historical population data,CRI,Costa Rica,Population,Persons,Male,From 15 to 64 years,2017,1700.231,Normal value,False
Historical population data,CRI,Costa Rica,Population,Persons,Male,From 15 to 64 years,2018,1718.201,Normal value,False
Historical population data,CRI,Costa Rica,Population,Persons,Male,From 15 to 64 years,2025,1811.664,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Male,From 15 to 64 years,2022,26914.967,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Male,From 15 to 64 years,2024,26923.316,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Male,From 15 to 64 years,2021,27051.649,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Male,From 15 to 64 years,2023,26893.862,Normal value,False
