structure_name,country_code,country,measure,unit_of_measure,sex,age,year,population_value,observation_status,is_estimated
Historical population data,LUX,Luxembourg,Population,Persons,Total,From 15 to 64 years,2021,444.062,Normal value,False
Historical population data,LUX,Luxembourg,Population,Persons,Total,From 15 to 64 years,2022,452.651,Normal value,False
Historical population data,POL,Poland,Population,Persons,Total,From 15 to 64 years,2016,26480.111,Normal value,False
Historical population data,POL,Poland,Population,Persons,Total,From 15 to 64 years,2017,26221.04,Normal value,False
Historical population data,POL,Poland,Population,Persons,Total,From 15 to 64 years,2018,25949.3,Normal value,False
Historical population data,POL,Poland,Population,Persons,Total,From 15 to 64 years,2019,25678.468,Normal value,False
Historical population data,POL,Poland,Population,Persons,Total,From 15 to 64 years,2022,24709.7,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2016,53798.594,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2017,54559.624,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2018,55257.504,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2019,56012.641,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2020,56492.253,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2021,57025.881,Normal value,False
Historical population data,TUR,Türkiye,Population,Persons,Total,From 15 to 64 years,2022,57775.983,Normal value,False
Historical population data,IRL,Ireland,Population,Persons,Total,From 15 to 64 years,2016,3104.266,Normal value,False
Historical population data,AUS,Australia,Population,Persons,Total,From 15 to 64 years,2016,15946.059,Normal value,False
Historical population data,NZL,New Zealand,Population,Persons,Total,From 15 to 64 years,2016,3097.52,Normal value,False
Historical population data,NZL,New Zealand,Population,Persons,Total,From 15 to 64 years,2017,3162.93,Normal value,False
Historical population data,NZL,New Zealand,Population,Persons,Total,From 15 to 64 years,2018,3219.23,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Total,From 15 to 64 years,2016,53978.882,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Total,From 15 to 64 years,2017,53937.129,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Total,From 15 to 64 years,2018,53877.877,Normal value,False
Historical population data,DEU,Germany,Population,Persons,Total,From 15 to 64 years,2019,53764.817,Normal value,False
Historical population data,USA,United States,Population,Persons,Total,From 15 to 64 years,2016,212841.982,Normal value,False
Historical population data,USA,United States,Population,Persons,Total,From 15 to 64 years,2017,213355.711,Normal value,False
Historical population data,USA,United States,Population,Persons,Total,From 15 to 64 years,2018,213604.267,Normal value,False
Historical population data,USA,United States,Population,Persons,Total,From 15 to 64 years,2019,213680.073,Normal value,False
Historical population data,ISR,Israel,Population,Persons,Total,From 15 to 64 years,2016,5171.747,Normal value,False
Historical population data,ISR,Israel,Population,Persons,Total,From 15 to 64 years,2017,5252.161,Normal value,False
Historical population data,ISR,Israel,Population,Persons,Total,From 15 to 64 years,2018,5338.336,Normal value,False
Historical population data,ISR,Israel,Population,Persons,Total,From 15 to 64 years,2019,5430.158,Normal value,False
